Japanese;English;French;German;
"ふふ また来たね！ボウヤ
なんか 勇ましい顔立ちに
なって来たじゃないか！
今のあんたなら エネミー
アタック レベル2を
させてあげてもいいかもね！
レベル2は レベル1よりさらに
手ごわい敵がたくさん
出てくるよ！
さあ どのレベルに
挑戦するんだい？
レベル1レベル2やめる";"Hoo! So you're back, are
you? Looks like you're a
bit more confident now!
I suppose now you want
to go up against level two
enemies?
They're much tougher than
the level one variety and
there are more of them!
Which level do you want
to try?
OneTwoForget it";"Te revoilà, jeune homme!
Tu sembles plus courageux
que la dernière fois!
Tu pourrais peut-être
tenter le deuxième niveau
de l'assaut incessant!
Tu devras y affronter des
ennemis plus redoutables
que dans le premier niveau!
Alors, quel niveau veux-tu
tenter?
PremierDeuxièmeAucun";"Da bist du ja wieder! Du
siehst ziemlich entschlossen
aus!
Ich glaube, du bist bereit
für Stufe 2 von "Einer
gegen alle"!
Auf Stufe 2 musst du gegen
noch stärkere Gegner
antreten!
Welche Stufe darf's sein?
Stufe 1.Stufe 2.Keine.";
"ボウヤ！ エネミーアタック
挑戦するんだね！！

さあ どのレベルに
挑戦するんだい？
レベル1レベル2やめる";"Hey, kid, ready to battle
some monsters?

OK then, what level do you
want to try?
OneTwoForget it";"Tu veux te frotter à
l'assaut incessant, gamin?

Quel niveau veux-tu
tenter?
Niveau 1Niveau 2Aucun";"Oh, du kommst für eine
Runde "Einer gegen alle"!

Welche Stufe darf es denn
dieses Mal sein?
Stufe 1.Stufe 2.Abbruch.";
"よーし レベル2は 左の扉だ！
さあ エネミーアタックの世界に
行っておいで！！
やられて 泣いて帰って
来るんじゃないよ！！";"OK, the level two door is 
on the left. Now it's time 
to face those enemies.
If you get beat, don't come
crying to me!";"La porte du deuxième
niveau est celle de gauche!

Plonge dans le monde
de l'assaut incessant!

Et ne reviens pas en
pleurnichant parce que
tu te seras fait battre!";"Zu Stufe 2 geht's durch
die linke Tür!

Und komm bloß nicht
heulend zurückgerannt!";
"さあ 早く 扉に入りな！
がんばって 戦ってくるんだね！";"Now, go on through the
door! Put up a good fight!";"Allez, entre là-dedans!
Bats-toi de toutes tes
forces!";"Dann ab durch die Tür!
Zeig's ihnen!";
"ん・・・！ ボウヤ
なんだか すごく
たくましくなったね！！
どんな 敵が来ても 怖くない
って 顔してるじゃないか・・・
こい！そうでもない";"Hey, you're looking real
tough these days, boy!

You look like you're not
scared of anything!
Yeah!Not really";"Dis moi, gamin, tu m'as
l'air bien plus vaillant
qu'avant!
Tu as l'air de n'avoir peur
de personne!
Ouais!Non...";"Sieh an! Du bist ja ein
richtiger Mann geworden!
Sehr eindrucksvoll!
Du scheinst vor nichts auf
der Welt Angst zu haben...
Ha!Nun...";
"そうかい・・・
残念だ・・・

まだ 自分に自信の持てない
男に アレをやらすわけには
いかないねぇ・・・";"Is that so? Well, that's a
real shame...

I can't let someone with no
self-confidence go in there.
You'll get torn apart!";"Je vois... Dommage...


Si tu n'as pas confiance
en toi, tu ne pourras
jamais relever le défi...";"Das klingt nicht gerade sehr
überzeugend...

Das ist nur etwas für
harte Männer. Tut mir
leid, Kleiner...";
"うん！ いいよ ボウヤ
最後の扉 エネミーアタック
レベル3 を開けてあげる！
はっきりいって 今までとは
比べものに ならないほど
手ごわいよ！！
この アタイでさえ クリア
することはできなかった・・・

だけど 今のボウヤなら
クリアできるかもしれないね・・・

さあ ボウヤ！！
挑戦するかい！？
するまたこんど";"That's what I like to hear!
I'll open the door to level
three for you.
But I'll be honest with you.
The last stages were child's
play compared to this one.
Even I couldn't make it
to the end.

But I think you've got what
it takes to do it.

Are you ready to take them
on, boy?
Yes!Next time";"Très bien, gamin! Alors
je vais ouvrir la porte
du dernier niveau...
Le troisième niveau de
l'assaut incessant!

Je te préviens, à côté,
les autres niveaux,
c'est de la rigolade!
Moi-même je n'ai pas 
réussi à aller jusqu'au
bout...
Mais peut-être que toi,
tu pourras y arriver...

Alors, tu relèves le
défi?
Oui!Non...";"Gut, gut! Dann öffne ich
die letzte Tür für dich...
Die dritte Stufe!
Um es ganz klar zu sagen:
Diese Gegner sind
unglaublich stark!
Selbst ich bin nicht ans
Ende dieser Stufe gelangt...

Aber du, du könntest es
vielleicht schaffen. 

Bist du bereit?
Los!Nein.";
"うん いい返事だね！
どの レベルをする？
レベル1レベル2レベル3";"Good answer. Which level
do you want to try?
OneTwoThree";"Dis-moi à quel niveau tu
veux te frotter!
PremierDeuxièmeTroisième";"Gute Antwort! Welche Stufe
darf es denn sein?
Stufe 1.Stufe 2.Stufe 3.";
"よーし 最後の扉 レベル3だね
つらくても 弱音を
吐くんじゃないよ！";"All right! So you want the
final door, level three.

It's going to be tough, but I
don't want to hear any
whining from you!";"Ça marche! J'ouvre la
dernière porte, celle
du troisième niveau!
Sois fort!";"Wie du willst, Stufe 3!
Sie wird dich das Fürchten
lehren!";
"さあ ボウヤ！
エネミーアタック挑戦するかい？
おう！やめとく";"Hey! Want to battle some
monsters, boy?
Yes!No";"Tu veux te frotter à
l'assaut incessant, gamin?
Oui!Non...";"Mein Freund, hast du Lust
auf "Einer gegen alle"?
Los!Nein.";
"よくやったね！！
最後まで 行けたじゃないか！

[Unknown_Tag]分[Unknown_Tag]秒でクリアかい！
ボウヤ なかなか やるね！";"Good work, greeny! You
made it to the end of the
dungeon!
Your time was [Unknown_Tag]:[Unknown_Tag].
Not bad at all!";"Bravo! Tu es arrivé
jusqu'au bout!

Tu as mis [Unknown_Tag] min. [Unknown_Tag]!
Tu te débrouilles pas mal!";"Fantastisch!
Du hast es geschafft!

Deine Zeit war
[Unknown_Tag] Min. [Unknown_Tag] Sek.!
";
"なんだい 途中で
やめちまったんだね！

だらしないねぇ・・・
また 今度はがんばりなよ！";"What now? Quitting before
you finish? Shameful.
Try harder next time!";"Quoi? Tu as abandonné?
Quel lâche... Il faudra faire
mieux la prochaine fois!";"Tja, sieht aus, als wäre
dir die Puste ausgegangen.
Aber gib nicht auf!";
"なんだい やられちゃったのかい！
ふがいないねぇ・・・

もう一度 鍛えなおして
挑戦するんだね！！";"Got nailed, did you? Aren't
you ashamed?

All you can do now is try
again, boy!";"Quoi? Tu t'es fait battre?
La honte...

Reviens quand tu te seras
un peu plus entraîné!";"Oh! Schon zurück?
Du bist wohl noch nicht
hart genug...
Gerade deswegen solltest du
es weiter versuchen!";
"ほら 今回の景品はこれだよ！
ありがたく もらっておきな！";"Here's your prize this
time. Hope you like it!";"Tiens, voilà ton prix!
Tu peux me remercier!";"Du hast dir eine Belohnung
verdient. Hier, nimm dies!";
"また 挑戦しにきなよ！
ボウヤ 期待してるよ！";"I hope you'll come try
again. I'm expecting big
things from you, boy!";"Reviens tenter ta chance!
Ne me déçois pas, jeune
homme!";"Komm mal wieder vorbei!
Wenn du dich traust...";
"へぇ エネミーアタック 
レベル2を クリアできるなんて
ボウヤ ただ者じゃないね！
記録は [Unknown_Tag]分[Unknown_Tag]秒だよ！";"You cleared out level two?
You're something special,
aren't you!
For your information, the
record for this level is
[Unknown_Tag]:[Unknown_Tag]!";"Tu as réussi à terminer le
deuxième niveau! T'es pas
un gamin comme les autres!
Ton record est de
[Unknown_Tag] min. [Unknown_Tag]!";"Du bist der einzige, der
Stufe 2 je geschafft hat!
Respekt!
Deine Zeit heute ist:
[Unknown_Tag] Min. [Unknown_Tag] Sek.!";
"まさか レベル3をクリアする
やつがいたなんてね・・・

作った アタイでも クリア
するのは無理だったのに・・・

記録は [Unknown_Tag]分[Unknown_Tag]秒だよ！
おめでとう！！";"You mean you cleared out
level three, too?

Even I couldn't do that.
And I made the place!

Just so you know, the
record for this level is
[Unknown_Tag]:[Unknown_Tag]! Nice going!";"Ça alors! Tu as réussi à
terminer le troisième
niveau...
Même moi qui l'ai créé,
j'en ai été incapable...

Ton record est de
[Unknown_Tag] min. [Unknown_Tag]! Bravo!";"Niemand schafft Stufe 3.
Völlig unmöglich.

Du bist fantastisch! Selbst
ich schaffe das nicht. Und
mir gehört die Arena!
Deine Zeit heute ist:
[Unknown_Tag] Min. [Unknown_Tag] Sek.!";
"なんだい ボウヤ！ 男がいったん
挑んだものをやめて 帰る
ったってそうはいかないよ！！
さあ 戻ってきな！！";"What now, boy? A real man
wouldn't turn his back and
run away!
Come back here!";"Quand un homme se
lance un défi, il doit
aller jusqu'au bout!
Allez, retournes-y, gamin!";"Was ist los? Ein echter
Kämpfer läuft nicht einfach
weg!";
"あれ もうついたゴロか？
寝てる間に あっというまゴロ
すごいゴロね！
でも 寝てて 景色楽しむ
余裕なかったゴロ・・・";"What is this? Have we
arrived while I slept?
Excellent!
But I missed all the scenery
while I was asleep...";"Quoi? On est déjà arrivés?
J'ai dormi pendant presque
tout le trajet!
C'est dommage, je n'ai pas
pu profiter du paysage...";"Wie, schon da?
Und dabei habe ich
nur etwas gedöst.
Schade, nun habe
ich die Aussicht
verpasst...";
"でも まあ ついたゴロ！
ここが あこがれの
大都会ゴロ かぁ！！";"At least I am finally here
now. I have always wanted
to see the big city!";"Enfin, l'important, c'est
qu'on soit arrivés! Alors,
voilà la grande ville!";"Aber wenigstens sind wir
jetzt da.
In der Großstadt!";
"お姫さま！ お姫さまは
どこゴロ～～～！！";"Princess! Princess Zelda,
where are you?!";"Princesse! Où êtes-vous,
princesse?!";"Und wo ist sie nun,
die Prinzessin?
";
"あ やっとついたゴロか・・あんまり
運転うまくないゴロ もっと 
安全運転でお願いしたいゴロ";"Whew, finally we are here.


The trip was so dangerous,
I thought we would never
arrive.";"Ah, on est enfin arrivés...


Tu n'es pas très doué pour
la conduite, j'ai été ballotté
dans tous les sens.";"Endlich da! 
Du fährst ja nicht
gerade gut...
Vielleicht solltest
du ein Sicherheits-
training besuchen...";
"あのゴロンの子供
すごく うれしそうですね！

でも お姫さまに
会えるかしら・・・
";"That Goron child looked
so happy!

But do you think he'll
really get to meet the
princess?";"Ce jeune Goron a l'air
heureux!

Mais je me demande s'il
aura l'occasion de
rencontrer une princesse...";"Das Goronenkind scheint
sich sehr auf die Prinzessin
zu freuen...
Schade eigentlich...";
"会えるわけありませんわね
私 ここにいるんですから・・・";"What am I saying?


Of course he can't meet the
princess! I'm right here!";"Bien sûr qu'il pourra en
rencontrer une. Je vis ici,
après tout...";"Denn ich bin ja hier!";
"ゴロ～ ココが 大都会ゴロね！
すごいゴロ 家も地面も全部石で
出来てるゴロ
すごく おいしそうな材質を
使ってるゴロ！！";"So, this is the big city!
How very exciting!

All the houses are made of
stones! And delicious ones
at that!";"Voilà la grande ville!
Tout est fait en pierre,
les maisons et même le sol!
Et ils ont l'air d'avoir
utilisé des matériaux
très savoureux!";"So sieht also die Stadt aus!
Alles aus Stein, sogar die
Straßen! Zum Reinbeißen!";
"見てゴロ！ ついに
会えたゴロ！！ 会いたくて
たまらなかったゴロ～";"At last, I have found the
princess!

I have been looking forward
to this very much!";"Regarde! Je la rencontre
enfin! J'en avais tant rêvé!";"Sieh mal! Ich hab
sie getroffen!
Endlich, endlich!";
"あ！！ お姫さまゴロ！！";"Oh, there you are, Princess!";"Ah! La princesse!";"Prinzessin!";
"何・・・この 石のかたまりは！
石が しゃべってる・・・";"Ugh! What is this rocky
lump? And why is it talking
to me?";"C'est quoi ce gros tas
de pierre?! Et il parle
en plus...";"Ein sprechender Felsen?";
"お姫さまゴロ お姫さまに
会えたゴロ！！";"I cannot believe I am
actually conversing with
the princess!";"C'est la princesse!
Je rencontre enfin
la princesse!";"Endlich habe ich
die Prinzessin
getroffen!";
"え！ お姫さま！？
・・・・・・・・

まあ そんな風に
見えちゃうかしら・・・";"Huh? "Princess"?


...Well, it's true that I've
always thought of myself
that way.
But I'm happy to hear that
others share that point of
view as well!";"Quoi? La princesse?
.........

Je ressemble vraiment à
une princesse?";"Wie? Ich soll die Prinzessin
sein?
...
Ein schönes Kompliment,
und so berechtigt...";
"でも イメージしてたものとは
かけ離れてたゴロ・・・

もっと きれいな人が
お姫さまになるのかと
思ってたゴロ・・・
これが 理想と現実って
やつかゴロ？";"But she is different to how
I imagined.

Maybe the imagination
makes everything prettier,
though.
Reality can be very harsh
sometimes.";"Mais je ne l'imaginais pas
vraiment comme ça...

Je pensais que la princesse
était plus belle que ça...

Enfin, je suppose que c'est
ce qu'on appelle un dur
retour à la réalité...";"Und doch habe ich
sie mir anders
vorgestellt...
Irgendwie schöner
und damenhafter...
Hach...";
"まあ なんですって！！


悪かったわね！ 理想と
違っていて！！ フン！";"WHAT DID YOU SAY?!


Well, I'm SO SORRY for not
living up up to your high
expectations! Hmph!";"Comment osez-vous?!


Désolé de ne pas être à la
hauteur de vos attentes!
Hmpf!";"Wie, was hast du da gerade
gesagt?!?

"Irgendwie schöner
und damenhafter..."?
Hmpf! Banause!";
