Japanese;US English;French;German;
"ＤＲＡＷ！";"TIE!";"EGALITE";"GLEICHSTAND!";
"ＴＩＭＥ　";"TIME: ";"TEMPS: ";"ZEIT: ";
"ワールド１";"World 1";"Monde 1";"Welt 1";
"ワールド２";"World 2";"Monde 2";"Welt 2";
"ワールド３";"World 3";"Monde 3";"Welt 3";
"ワールド４";"World 4";"Monde 4";"Welt 4";
"ワールド５";"World 5";"Monde 5";"Welt 5";
"ワールド６";"World 6";"Monde 6";"Welt 6";
"ワールド７";"World 7";"Monde 7";"Welt 7";
"ワールド８";"World 8";"Monde 8";"Welt 8";
"コース１";"Course 1";"Cours 1";"Kurs 1";
"コース２";"Course 2";"Cours 2";"Kurs 2";
"コース３";"Course 3";"Cours 3";"Kurs 3";
"コース４";"Course 4";"Cours 4";"Kurs 4";
"レコード";"Records";"Records";"Rekorde";
"Ｂ…もどる";"B Button: Back";"Bouton B: Retour";"B-Knopf: Zurück";
"はい　いいえ";"Yes No";"Oui Non";"Ja Nein";
"はい　いいえ";"Yes No";"Oui Non";"Ja Nein";
"プレイヤーに対応したポートに
ＧＢＡを　台つないでください";"Connect  Game Boy Advance
game systems, one per player.";"Connectez  Game Boy
Advance, une par joueur.";"Verbinde  Game Boy Advance-
Systeme. Eines pro Spieler.";
"ＧＢＡに、データ転送中です。
しばらくお待ちください。";"Sending data to Game Boy Advance
game systems...";"Transmission des données
vers la Game Boy Advance.";"Datentransfer zu den
Game Boy Advance-Systemen...";
"マジックハンマーを手に入れた！
Ａボタンを押しつづければ、
闇世界のライバルを、叩き出すことができるぞ！";"You got a Magic Hammer!
Press and hold the A Button
to strike Dark World rivals.";"You got a Magic Hammer!
Press and hold the A Button
to strike Dark World rivals.";"You got a Magic Hammer!
Press and hold the A Button
to strike Dark World rivals.";
"ペガサスの靴を手に入れた！
Ａボタンで　天馬のように
なめらかに　走れるゾ！
いきおい　あまって
ぶつかっちゃうのも　悪くない？！";"You got Pegasus Boots!
Press and hold the A Button
to run like the wind!
If you lose control, you
might run into something!";"Les Bottes de Pégase!
Maintiens le bouton A
enfoncé pour courir
comme le vent.
Garde bien le contrôle,
sinon, tu risques
de te cogner!";"Pegasus-Stiefel erhalten!
Drücke und halte den
A-Knopf,
um zu rennen wie der Wind!
Pass auf! Du könntest aus
Versehen etwas anrempeln!";
"ハートの器を手に入れた！
また一つ、強くなった。
おまけに、体力全回復！";"You got a Heart Container!
You're stronger, and your
hearts have been refilled!";"Un Réceptacle de Cœur!
Tu débordes d'énergie
et tes cœurs sont pleins.";"Herzcontainer erhalten!
Deine Herzzahl ist gestiegen
und du hast wieder volle
Energie!";
"ブーメランを手に入れた！
Ａボタンで、くるくるっと投げよう！
敵にあてれば、マヒさせるし
いろんなものも　ひろってくる。
これぞ頼もしい、冒険者の左腕！
Ａボタンを　押しつづければ
空中にとどまることもできる
すぐれもの！";"You got a boomerang!
Press the A Button to send
it winging away!
Use it to stun enemies and
retrieve distant items. No
one should be without it!
Press and hold the A Button
to keep it hovering
in place.";"Un Boomerang!
Appuie sur le bouton A
pour le lancer.
Il te permet d'assommer
les ennemis et d'attraper
des objets. Très utile!
Maintiens le bouton A
enfoncé pour que
le Boomerang
fasse du surplace
dans les airs.";"Bumerang erhalten!
Drücke den A-Knopf, um
ihn zu schleudern!
Damit kannst du deine
Gegner betäuben und Items
einsammeln! Sehr handlich!
Drücke und halte den
A-Knopf. So bleibt er auf
einer Position in der Luft.";
"弓矢を手に入れた！
アイツも　コイツも
Ａボタン　一発　ねらいうち！
Ａボタンを　押しつづけて　うてば
敵を　串刺しに　できる！";"You got a bow!
Press the A Button to strike
enemies near and far!
Hold the A Button longer
for more power to pierce
your foes!";"Un Arc!
Appuie sur le bouton A
pour atteindre les ennemis,
proches ou distants.
Tu veux littéralement
les transpercer?
Il suffit de maintenir
le bouton A enfoncé.";"Bogen erhalten! Drücke den
A-Knopf, um Gegner nah
und fern niederzustrecken!
Halte den A-Knopf
gedrückt und der Pfeil
schlägt ein wie der Blitz!";
"マジックハンマーを手に入れた！
誰でも　なれる　チカラもち！
Ａボタンで　大地をゆらせ！
Ａボタンを　押しつづけて　はなせば
なんと　世界が　ふるえるゾ！
手当たり次第　バンバンたたけ！
出る　クイは　打たれマス。";"You got a Magic Hammer!
This mighty mallet makes
anyone a powerhouse!
Press the A Button to pound
the ground with earth-
shaking force!
Hold it down longer, and
make the world tremble! Use
it to pound in stakes, too!";"Un Marteau Magique!
Cet outil extraordinaire est
source de toute puissance.
Appuie sur le bouton A
pour frapper le sol.
Maintiens-le enfoncé
pour créer une
onde de choc. 
Par ailleurs, cet outil
se révèle très utile
pour enfoncer des pieux.";"Hammer erhalten! Diese
brachiale Waffe lässt jeden
Recken vor Kraft strotzen!
Drücke den A-Knopf, um
mächtig auf den Busch zu
klopfen! Die Erde bebt,
hältst du den A-Knopf ge-
drückt und lässt dann los!
Du kannst auch Pflöcke
in den Boden rammen!";
"ファイアロッドを手に入れた！
炎が　吹きでる　魔法のロッド！
Ａボタンで、炎を発射。
押しつづければ、火炎放射！
燃やし　燃やされ　アッチッチ！";"You got a Fire Rod!
Press the A Button
to fire a ball of fire. Hot!
Hold the A Button longer to
let loose a burst of flame!";"Une Baguette de Feu!
Appuie sur le bouton A
pour tirer une boule de feu.
Maintiens-le enfoncé
pour cracher des flammes.";"Feuerstab erhalten! Drückst
du den A-Knopf, schießt du
mit flammenden Feuerbällen!
Halte den A-Knopf gedrückt
und ein alles verzehrender
Feuerstrahl schießt hervor!";
"ロック鳥の羽根を手に入れた！
でっかい鳥の　でっかい羽根で
今日から　はばたけ　大空へ！
Ａボタンで　軽やかに　ジャンプ！
落ちるついでに　Ｂボタンで
グサリと　下突きだ！";"You got a Roc's Feather!
This giant feather lets you
take to the skies and soar!
Press the A Button to jump!
Press the B Button while
falling to swoop downwards.";"Une Plume de Roc!
Grâce à cette plume géante,
on se sent plus léger!
Appuie sur le bouton A
pour sauter.
Appuie sur le bouton B
quant tu retombes
pour une attaque plongeante.";"Greifenfeder erhalten! Mit
der luftigen Feder fühlt man
sich himmlisch leicht!
Drücke den A-Knopf zum
Springen. Drücke den
B-Knopf im Sprung.
So stürzt du mit gezücktem
Schwert zu Boden.";
"バクダンを手に入れた！
ドカンと　イッパツ　ぶちまけて
ハデに　こわす　ニクいヤツ！
Ａボタンで　床に置く。
Ｒボタンで　ほうり投げ！";"You got bombs!
Use these to blast tough
obstacles to smithereens!
Press the A Button to place
a bomb! Press the R Button
to pick it up and throw it!";"Des Bombes!
Utilise-les pour anéantir
les obstacles.
Appuie sur le bouton A
pour placer une Bombe.
Appuie sur le bouton R
pour en ramasser une
et la lancer.";"Bomben erhalten! Damit
lösen sich so manche
Hindernisse in Luft auf!
Drücke den A-Knopf, um eine
Bombe zu legen!
Mit der R-Taste kannst du
sie aufheben und wegwerfen!";
"シャベルを手に入れた！
やわらかな土を　サックリ！
いいモノ　うまってるかも？";"You got a shovel!
Dig in soft soil to find
some nice surprises!";"Une Pelle!
Creuse la terre meuble... 
Et... Surprise!";"Schaufel erhalten!
Grabe in lockerer Erde
nach kleinen Schätzen!";
"パチンコを手に入れた！
デクのタネ　とばす、
ビュンビュン　とばす！
当たれば　敵をマヒさせる！
Ａボタン、ちょっと　押したら
ちょっと　向こうまで。
Ａボタン、押しつづけたら
うんと　向こうまで！";"You got a slingshot!
Fire Deku seeds to stun
your enemies.
Press the A Button to fire.
Hold the A Button longer
for more distance.";"Un Lance-pierre!
Lance des Graines Mojo
pour assommer tes ennemis.
Appuie sur le bouton A 
pour lancer une Graine.
Maintiens-le enfoncé 
pour la lancer plus loin.";"Schleuder erhalten!
Schieße mit Deku-Nüssen auf
Gegner, um sie zu betäuben.
Drücke den A-Knopf zum
Schießen.
Halte den A-Knopf für eine
größere Reichweite und
Durchschlagskraft gedrückt.";
"小さなカギを手に入れた！
カギ穴へ　はこぼう！";"You got a small key!
Carry it to a keyhole!";"Une Petite Clé!
La serrure correspondante
ne doit pas être loin...";"Kleinen Schlüssel erhalten!
Trage ihn zum Schlüsselloch!";
"大きなカギを手に入れた！
カギのついた　宝箱のカギだ！
カギ穴へ　はこぼう！";"You got a big key!
Use it on locked
treasure chests!";"Une Grande Clé!
Elle permet d'ouvrir
les coffres au trésor.";"Großen Schlüssel erhalten!
Mit ihm lassen sich große
Schatztruhen öffnen!";
"不思議な水晶玉を手に入れた！
中身が　コロコロ変わる
なんとも　不思議な水晶だ！
好みの　グッズに
狙いを　さだめ
Ｒボタンで　投げるべし！";"You got a crystal ball!
It's filled with swirling
mists. How unusual!
Use the R Button to throw it
when you see an item
you want!";"Une Boule de cristal!
Elle est voilée par
une brume étrange...
Appuie sur le bouton R
pour la lancer
sur l'objet convoité.";"Kristall-Ball erhalten! In
ihm befinden sich
mysteriöse Nebelschwaden!
Wirf den Ball mit Hilfe der
R-Taste, sobald du
ein brauchbares Item siehst!";
"仲間が増えた！
Ｌボタンで、グループをたためる
仲間を投げれば、剣にもどるぞ！";"You got an ally! Make a
formation with the L Button.
Throw your ally to turn
him back into a sword!";"You got an ally! Make a
formation with the L Button.
Throw your ally to turn
him back into a sword!";"You got an ally! Make a
formation with the L Button.
Throw your ally to turn
him back into a sword!";
"持っていたアイテムを置いた！
軽くなったけど　なんだか心細い…。";"You dropped your item!
You're lighter, but don't
you feel a little helpless?";"Tu as lâché l'objet!
Tu es certes plus léger,
mais aussi plus démuni...";"Du hast kein Item mehr! Du
fühlst dich leichter - und
etwas schutzloser, oder?";
"５０フォースを手に入れた！
大事に　使おう！";"You got 50 Force Gems!
Hold on to those!";"You got 50 Force Gems!
Hold on to those!";"You got 50 Force Gems!
Hold on to those!";
"１００フォースを手に入れた！
力が　みなぎる！";"You got 100 Force Gems!
You're filled with power!";"100 Gemmes de Force!
Tu débordes d'énergie!";"100 Force-Kristalle
erhalten!
Das ist pure Energie!";
"１５０フォースを手に入れた！
剣が　キラリと　かがやく！";"You got 150 Force Gems!
Your sword is glowing!";"150 Gemmes de Force!
Ton épée s'illumine!";"150 Force-Kristalle
erhalten!
Das Schwert leuchtet!";
"２００フォースを手に入れた！
フォースの光に　包まれる！";"You got 200 Force Gems! A
glowing light surrounds you!";"200 Gemmes de Force!
Te voilà nimbé de Lumière!";"200 Force-Kristalle
erhalten!
Helles Licht erstrahlt!";
"３００フォースを手に入れた！
気持ちが　ひきしまる！";"You got 300 Force Gems!
You feel incredible!";"300 Gemmes de Force!
Un sentiment d'invincibilité
s'empare de toi!";"300 Force-Kristalle
erhalten!
Ein fantastisches Gefühl!";
"残念！　何も入っていない！";"Too bad! You got nothing!
";"Tu n'as rien!
Dommage...
";"Nichts! Zu schade!
";
"カンテラを手に入れた！
さみしい　夜は　Ａボタン、
やさしい　光を　ともします。
寒い　夜も　Ａボタン、
目の前の　モノを　燃やします。";"You got a lamp! On a dark
and lonely night, press the
A Button for a gentle light.
If you get chilly, press the
A Button to burn whatever's
in front of you.";"Une Lampe!
Appuie sur le bouton A
pour t'éclairer dans le noir.
Si tu as froid,
appuie sur le bouton A
pour brûler ce qui se trouve
devant toi.";"Lampe erhalten!
In Düsternis umgibt dich
der Lampe warmes Licht.
Drücke den A-Knopf,
um etwas anzuzünden, was
sich vor dir befindet.";
"ＧＢＡで投票してください。";"Vote on your GBA.";"Votez sur la GBA.";"Wähle auf deinem GBA.";
"こんかい　たすけてくれた　ひとは？
２Ｐ　３Ｐ　４Ｐ";"Who helped you this time?
P2 P3 P4
";"Qui a été le plus utile?
J2 J3 J4
";"Wer war besonders hilfreich?
SP2 SP3 SP4
";
"こんかい　たすけてくれた　ひとは？
１Ｐ　３Ｐ　４Ｐ";"Who helped you this time?
P1 P3 P4
";"Qui a été le plus utile?
J1 J3 J4
";"Wer war besonders hilfreich?
SP1 SP3 SP4
";
"こんかい　たすけてくれた　ひとは？
１Ｐ　２Ｐ　４Ｐ";"Who helped you this time?
P1 P2 P4
";"Qui a été le plus utile?
J1 J2 J4
";"Wer war besonders hilfreich?
SP1 SP2 SP4
";
"こんかい　たすけてくれた　ひとは？
１Ｐ　２Ｐ　３Ｐ";"Who helped you this time?
P1 P2 P3
";"Qui a été le plus utile?
J1 J2 J3
";"Wer war besonders hilfreich?
SP1 SP2 SP3
";
"こんかい　イジワルだった　ひとは？
２Ｐ　３Ｐ　４Ｐ";"Who was a bother this time?
P2 P3 P4
";"Qui a été un boulet?
J2 J3 J4
";"Wer war diesmal eine Pleite?
SP2 SP3 SP4
";
"こんかい　イジワルだった　ひとは？
１Ｐ　３Ｐ　４Ｐ";"Who was a bother this time?
P1 P3 P4
";"Qui a été un boulet?
J1 J3 J4
";"Wer war diesmal eine Pleite?
SP1 SP3 SP4
";
"こんかい　イジワルだった　ひとは？
１Ｐ　２Ｐ　４Ｐ";"Who was a bother this time?
P1 P2 P4
";"Qui a été un boulet?
J1 J2 J4
";"Wer war diesmal eine Pleite?
SP1 SP2 SP4
";
"こんかい　イジワルだった　ひとは？
１Ｐ　２Ｐ　３Ｐ";"Who was a bother this time?
P1 P2 P3
";"Qui a été un boulet?
J1 J2 J3
";"Wer war diesmal eine Pleite?
SP1 SP2 SP3
";
