Japanese;English;French;German;
"「[Unknown_Tag]」さんを
さがしています。
しばらく おまちください。";"Searching for
[Unknown_Tag]... Please wait
a moment...";"Recherche de
[Unknown_Tag]...
Veuillez patienter...";"Suche nach
[Unknown_Tag]... Bitte warte
einen Moment...";
"Wi-Fiコネクションから
せつだんしました。";"You have been disconnected
from Nintendo Wi-Fi
Connection.";"Vous avez été déconnecté de
la connexion Wi-Fi Nintendo.";"Die Verbindung zur Nintendo 
Wi-Fi Connection wurde 
unterbrochen.";
"たいせん相手が
けっていしました。";"Your opponent has been
found.";"Un adversaire a été trouvé.";"Ein Gegner wurde gefunden.";
"ステージを せんたくしてください。";"Please choose the stage you
want to battle on.";"Choisissez le niveau dans lequel
vous désirez vous affronter.";"Bitte wähle den Level, in dem
du kämpfen willst.";
"ゲームを つづけますか？
やめますか？";"Continue playing?
Quit?";"Continuer à jouer?
Quitter?";"Weiterspielen?
Aufhören?";
"エラーコード [Unknown_Tag]
Wi-Fiコネクションに
せつぞくできません。
くわしくはガイドブックを
ごらんください。";"Error code: [Unknown_Tag]
Unable to connect to Nintendo
Wi-Fi Connection. For help,
check the software Instruction
Booklet, or visit
www.nintendowifi.com.";"Code d'erreur: [Unknown_Tag]
Impossible de se connecter à
la connexion Wi-Fi Nintendo.
Pour toute assistance,
consultez le mode d'emploi
ou visitez le site
www.nintendowifi.com.";"Fehler-Code: [Unknown_Tag]
Keine Verbindung zur Nintendo 
Wi-Fi Connection möglich. 
Besuche www.nintendowifi.com
oder lies die Software-Anlei-
tung, um weitere Hilfe zu 
erhalten.";
"エラーコード [Unknown_Tag]
Wi-Fiコネクションがこみあって
いるか サービスがていししている
ために せつぞくできません。
しばらくまって
やりなおしてください。";"Error code: [Unknown_Tag]
Either Nintendo Wi-Fi
Connection is experiencing high
traffic volumes or the service
is down. Please try again
later. For help, visit
www.nintendowifi.com.";"Code d'erreur: [Unknown_Tag]
Soit la connexion Wi-Fi
Nintendo connaît un trafic trop
important, soit le service est
interrompu. Veuillez réessayer
ultérieurement. Pour toute
assistance, visitez le site
www.nintendowifi.com.";"Fehler-Code: [Unknown_Tag]
Entweder ist die Nintendo WFC
mit starkem Datenverkehr aus-
gelastet oder der Service steht 
vorübergehend nicht zur Ver-
fügung. Versuche es später 
noch einmal. Besuche 
www.nintendowifi.com, um 
weitere Hilfe zu erhalten.";
"エラーコード [Unknown_Tag]
お客さまのWi-FiコネクションIDは
長いあいだ しようされなかったため
さくじょされました。
くわしくはガイドブックを
ごらんください。";"Error Code: [Unknown_Tag]
This Nintendo Wi-Fi Connection
ID was removed because it
was inactive for a long time.
For help, visit
www.nintendowifi.com.";"Code d'erreur: [Unknown_Tag]
L'identifiant de connexion
Wi-Fi Nintendo a été effacé
parce qu'il est resté inutilisé
pendant une période prolongée.
Pour toute assistance, visitez
le site www.nintendowifi.com.";"Fehler-Code: [Unknown_Tag]
Diese Nintendo Wi-Fi Connec-
tion ID war längere Zeit in-
aktiv und wurde daher ge-
löscht. Besuche 
www.nintendowifi.com, 
um weitere Hilfe zu erhalten.";
"エラーコード [Unknown_Tag]
このソフトの
Wi-Fiコネクションサービスは
しゅうりょうしました。
ごりようありがとうございました。";"Error Code: [Unknown_Tag]
Nintendo Wi-Fi Connection
service for this software has
been discontinued. Visit
www.nintendowifi.com for
a list of current Nintendo
Wi-Fi Connection-compatible
software.";"Code d'erreur: [Unknown_Tag]
Le service de connexion Wi-Fi
Nintendo pour ce logiciel a été
interrompu. Visitez le site
www.nintendowifi.com pour
une liste actuelle des logiciels
compatibles avec la connexion
Wi-Fi Nintendo.";"Fehler-Code: [Unknown_Tag]
Der Nintendo Wi-Fi Connection
Service für diesen Titel wurde 
eingestellt. Besuche 
www.nintendowifi.com, um eine
Liste der Titel einzusehen, 
die Nintendo Wi-Fi Connection 
unterstützen.";
"エラーコード [Unknown_Tag]
アクセスポイントが
こみあっているため
せつぞくできません。
しばらくまって
やりなおしてください。";"Error Code: [Unknown_Tag]
The access point is busy.
Unable to connect. Please
try again later. For help, visit
www.nintendowifi.com.";"Code d'erreur: [Unknown_Tag]
Le point d'accès n'est pas
disponible. Vous ne pouvez
pas vous connecter. Veuillez
réessayer ultérieurement.
Pour toute assistance, visitez
le site www.nintendowifi.com.";"Fehler-Code: [Unknown_Tag]
Der Access Point ist ausgelas-
tet. Derzeit ist keine Verbin-
dung möglich. Bitte versuche 
es später noch einmal. Besuche
www.nintendowifi.com, um 
weitere Hilfe zu erhalten.";
"エラーコード [Unknown_Tag]
アクセスポイントがみつかりません。
アクセスポイントにちかづいて
もういちど おためしください。";"Error Code: [Unknown_Tag]
No access point in range.
Please try again when closer to
an access point. For help,
visit www.nintendowifi.com.";"Code d'erreur: [Unknown_Tag]
Aucun point d'accès ne se
trouve à proximité. Veuillez
réessayer en vous rapprochant
d'un point d'accès.
Pour toute assistance, visitez
le site www.nintendowifi.com.";"Fehler-Code: [Unknown_Tag]
Kein Access Point in Reich-
weite. Versuche es bitte näher 
an einem Access Point noch 
einmal. Besuche 
www.nintendowifi.com, 
um weitere Hilfe zu erhalten.";
"エラーコード [Unknown_Tag]
せつぞくできるアクセスポイントが
みつかりません。
Wi-Fiコネクションせっていで
せつぞくさきのせっていを
ごかくにんください。";"Error Code: [Unknown_Tag]
No compatible access point in
range. Check your connection
settings and try again. For
help, visit
www.nintendowifi.com.";"Code d'erreur: [Unknown_Tag]
Aucun point d'accès
compatible ne se trouve à
proximité. Veuillez vérifier vos
paramètres de connexion et
réessayer.
Pour toute assistance, visitez
le site www.nintendowifi.com.";"Fehler-Code: [Unknown_Tag]
Kein kompatibler Access Point 
in Reichweite. Überprüfe bitte 
deine Verbindungseinstellungen 
und versuche es noch einmal. 
Besuche 
www.nintendowifi.com, um 
weitere Hilfe zu erhalten.";
"エラーコード [Unknown_Tag]
ニンテンドーWi-Fiコネクタに
せつぞくできません。
Wi-Fiコネクションせっていで
ニンテンドーWi-Fiコネクタの
せつぞくをごかくにんください。";"Error Code: [Unknown_Tag]
Unable to connect to the
Nintendo Wi-Fi USB Connector.
Confirm connection settings in
the Nintendo Wi-Fi Connection
setup. For help, visit
www.nintendowifi.com.";"Code d'erreur: [Unknown_Tag]
Impossible de se connecter au
connecteur Wi-Fi USB
Nintendo. Vérifiez les
paramètres de la connexion
Wi-Fi Nintendo.
Pour toute assistance, visitez
le site www.nintendowifi.com.";"Fehler-Code: [Unknown_Tag]
Keine Verbindung zum Nintendo
Wi-Fi USB Connector möglich. 
Bestätige die Verbindungsein-
stellungen im Setup der 
Nintendo Wi-Fi Connection. 
Besuche 
www.nintendowifi.com, um 
weitere Hilfe zu erhalten.";
"エラーコード [Unknown_Tag]
Wi-Fiコネクションに
せつぞくできません。
Wi-Fiコネクションせっていで
せつぞくさきのせっていを
ごかくにんください。";"Error Code: [Unknown_Tag]
Unable to connect to
Nintendo Wi-Fi Connection. 
Confirm connection settings
and access point settings.
For help, visit
www.nintendowifi.com.";"Code d'erreur: [Unknown_Tag]
Impossible de se connecter à
la connexion Wi-Fi Nintendo.
Vérifiez les paramètres de la
connexion et du point d'accès.
Pour toute assistance, visitez
le site www.nintendowifi.com.";"Fehler-Code: [Unknown_Tag]
Keine Verbindung zur Nintendo 
Wi-Fi Connection möglich. 
Bestätige die Verbindungsein-
stellungen und die Einstellungen
zum Access Point. 
Besuche 
www.nintendowifi.com, um 
weitere Hilfe zu erhalten.";
"エラーコード [Unknown_Tag]
相手からの おうとうがありません。
すでに 相手がWi-Fiコネクションに
せつぞくしていないか 相手の
フレンドリストから とうろくが
なくなった かのうせいがあります。";"Error Code: [Unknown_Tag]
There is no response. Either
the player is not connected to
Nintendo Wi-Fi Connection or
you have been removed from
the player's friend roster.";"Code d'erreur: [Unknown_Tag]
Aucune réponse. Le joueur
n'est pas connecté à la
connexion Wi-Fi Nintendo
ou vous n'êtes pas dans
sa liste d'amis.";"Fehler-Code: [Unknown_Tag]
Es erfolgt keine Rückmeldung. 
Entweder wurde die Ver-
bindung getrennt oder du 
wurdest von der Freundesliste 
des Spielers entfernt. ";
"エラーコード [Unknown_Tag]
つうしんエラーによって
Wi-Fiコネクションから
せつだんされました。";"Error Code: [Unknown_Tag]
Communication error. You have
been disconnected from
Nintendo Wi-Fi Connection.
For help, visit
www.nintendowifi.com.";"Code d'erreur: [Unknown_Tag]
Erreur de communication. Vous
n'êtes plus connecté à la
connexion Wi-Fi Nintendo.
Pour toute assistance, visitez
le site www.nintendowifi.com.";"Fehler-Code: [Unknown_Tag]
Fehler bei der Datenübertra-
gung. Die Verbindung zur 
Nintendo Wi-Fi Connection 
wurde unterbrochen. Besuche 
www.nintendowifi.com, um 
weitere Hilfe zu erhalten.";
"エラーコード [Unknown_Tag]
つうしんエラーが はっせいしました。";"Error Code: [Unknown_Tag]
Communication error. For help,
visit www.nintendowifi.com.";"Code d'erreur: [Unknown_Tag]
Erreur de communication.
Pour toute assistance, visitez
le site www.nintendowifi.com.";"Fehler-Code: [Unknown_Tag]
Fehler bei der Datenübertra-
gung. Besuche 
www.nintendowifi.com, um 
weitere Hilfe zu erhalten.";
"エラーコード [Unknown_Tag]
ダウンロードに しっぱいしました。";"Error Code: [Unknown_Tag]
Download failed. For help,
visit www.nintendowifi.com.";"Code d'erreur: [Unknown_Tag]
Le téléchargement a échoué.
Pour toute assistance, visitez
le site www.nintendowifi.com.";"Fehler-Code: [Unknown_Tag]
Download fehlgeschlagen. 
Besuche 
www.nintendowifi.com, um 
weitere Hilfe zu erhalten.";
"つうしんエラーが はっせいしました。";"Communication error.";"Erreur de communication.";"Fehler bei der 
Datenübertragung.";
"Wi-Fiせっていがめんを
ひらきますか？";"Open the Nintendo Wi-Fi
Connection setup screen?";"Ouvrir le menu des paramètres
de la connexion Wi-Fi
Nintendo?";"Die Nintendo WFC-Einstellun-
gen öffnen?";
"ゼルダのでんせつ むげんのすなどけい";"The Legend of Zelda";"The Legend of Zelda";"The Legend of Zelda";
"おっておわれて フォースをとりあえ！
ふたりせんよう たいせんゲーム";"Battle for Force Gems!";"Un duel épique et tactique
entre le bien et le mal!";"Erbeute alle Force-Kris-
talle! Zwei-Spieler-Duell!";
"つうしんが せつだんされました。";"Communication has been
disconnected.";"La communication a été
interrompue.";"Die Datenübertragung wurde
abgebrochen.";
"子機にゲームを送っています。";"Sending the game to the
guest.";"Téléchargement du jeu
vers la console cliente.";"Übertrage das Spiel an den 
Gast.";
"修正したい
名前かコードを
タッチしてください。";"Tap the name or friend code
that you want to edit.";"Touchez le nom ou le code ami
que vous désirez modifier.";"Berühre den Namen oder 
Freundescode, den du bear-
beiten willst.";
"Wi-Fiたいせんで ともだちと
たいせんするには
ともだちに もういちど
あなたのフレンドコードをとうろく
しなおしてもらうひつようがあります。";"You can use your existing list
of friends with this game.
However, to play against
friends on Nintendo Wi-Fi
Connection, your friends will
need to reregister you in
their friend rosters.";"Pour pouvoir jouer contre cet
ami via la connexion Wi-Fi
Nintendo, votre ami doit
réenregistrer votre code ami.";"Um gegen diesen Freund über
die Nintendo WFC zu spielen, 
muss er zuerst deinen Freun-
descode neu registrieren.";
"あなたがもっている　フレンドリストは
そのまま　つかうことができます。";"You can use your friend 
roster as it is.";"Vous pouvez utiliser votre liste
d'amis telle quelle.";"Du kannst deine Freundesliste
benutzen, wie sie ist.";
"たいせんにんずうは　2人のみです。
「ゼルダの伝説　夢幻の砂時計」の
ゲームカードをもっている
ユーザーとたいせんできます。";"Battle Mode is two-player
only. Play against others with
The Legend of Zelda: Phantom
Hourglass Game Cards.";"Le mode Jeu multi-cartes
se joue uniquement à deux
joueurs. Affrontez d'autres
joueurs possédant la carte
de jeu The Legend of Zelda:
Phantom Hourglass.";"Der Duellmodus ist nur für
zwei Spieler. Spiele gegen an-
dere Leute, die eine The Legend
of Zelda: Phantom Hourglass 
DS-Karte besitzen.";
"たいせんにんずうは 2人のみです。
「ゼルダの伝説　夢幻の砂時計」の
ゲームカードをもっていない
ユーザーとたいせんできます。";"Single-Card Play
Battle Mode is two-player
only. You can play against
others who don't have
The Legend of Zelda: Phantom
Hourglass Game Cards.";"Le mode Jeu une carte se joue
uniquement à deux joueurs.
Affrontez d'autres joueurs ne
possédant pas la carte de jeu
The Legend of Zelda: Phantom
Hourglass.";"Der Duellmodus ist nur für
zwei Spieler. Du kannst gegen 
einen Benutzer spielen, der
selbst keine The Legend of 
Zelda: Phantom Hourglass DS-
Karte besitzt.";
